user,targetUsd,currentUsd,deltaUsd,action
0x655282b1aab7f7bb4f37d68d2f4d0f4c436d7da1,10.0,10.0,0.0,skip-already-correct
0x6726f92ae08a26a411fadc5b0bb8f0a28b6dd7ca,20.0,20.0,0.0,skip-already-correct
0x6832600d63bb250f1c254fa15096eaa1a6928769,20.0,20.0,0.0,skip-already-correct
0x689a5c3643561e26742d2332209fe834599cf0a5,20.0,20.0,0.0,skip-already-correct
0x6a1d1641b3bf38610b9bd4d70038d3ccfa8682de,10.0,10.0,0.0,skip-already-correct
0x6a6400e28052cf9b514a2d2cebe4ccdb38510468,90.0,90.0,0.0,skip-already-correct
0x6bfb94de6aa15fcf578d1239b24fb74789483afd,240.0,240.0,0.0,skip-already-correct
0x6c1d4081dc385cb3395bbd0cd2fc37502afb5dd9,25.0,25.0,0.0,skip-already-correct
0x6dd693dcac1773deea67fa46b16472580e71e2a1,10.0,10.0,0.0,skip-already-correct
0x6f5df80d8790335e5027d1cf72442eda268db34b,20.0,20.0,0.0,skip-already-correct
0x703cf8d4c26e2ee246a2ee8aa41edee6c2d672ee,10.0,10.0,0.0,skip-already-correct
0x7087c00d236c27007353e5824ae30221be9afb94,70.0,70.0,0.0,skip-already-correct
0x710fcbd86779d974abd0428595c2ae5ed0754288,10.0,10.0,0.0,skip-already-correct
0x7179136a1a3910220e15bf1e712bb54c9e570133,110.0,110.0,0.0,skip-already-correct
0x71ecd255d056523bb396d5d4e012859e3a173475,18.0,18.0,0.0,skip-already-correct
0x721bfb3b48e27b884c4cedf35062cdba08ae90ec,20.0,20.0,0.0,skip-already-correct
0x728d949e9fe1a31036126726a3a5535ab566e34b,10.0,10.0,0.0,skip-already-correct
0x73ac2ce75ad2fce2d3eb1a318bb511418ff4c769,40.0,40.0,0.0,skip-already-correct
0x755fdf84b7024e79804b9b7339a45af536c3c164,10.0,10.0,0.0,skip-already-correct
0x75c5df8f8d8771e058688e68378cec1da0ca7c75,40.0,40.0,0.0,skip-already-correct
0x75c77f520a3ce913e0da3d16bdeb8ac67835c9be,240.0,240.0,0.0,skip-already-correct
0x761b37a4d509e77caa134741611e42324d269971,20.0,20.0,0.0,skip-already-correct
0x78be61444cc117e9e659d6888383866c7a4e4d37,50.0,50.0,0.0,skip-already-correct
0x7a5ee656af66c728528d737a5b1a94ea84a2b0d4,20.0,20.0,0.0,skip-already-correct
0x7cad5b26f5cd8d7c37cdc451e1988a751e6b3e99,1000.0,1000.0,0.0,skip-already-correct
0x7cd1e77ec93f3cb106f7c8776e45ebc5b70e7c27,60.0,60.0,0.0,skip-already-correct
0x7e3f1e1e62d754056e3088f551f148af0d0be90b,20.0,20.0,0.0,skip-already-correct
0x7ebc51541dadaf555f60f99b7af2822cf422623a,10.0,10.0,0.0,skip-already-correct
0x7ec1f784d4db1c967302e1402bd9248b531b3d29,174.95,174.95,0.0,skip-already-correct
0x7ece6298065988cc43a43e18365c0dd3d4c572cd,290.0,290.0,0.0,skip-already-correct
0x80c0bb5f186d264794fc8efa19d235606f863b95,60.0,60.0,0.0,skip-already-correct
0x8170585573c8e01422b004583a5607f1bff50d9b,20.0,20.0,0.0,skip-already-correct
0x8498835c2ec0eab789997be99542fb831d33ce57,20.0,20.0,0.0,skip-already-correct
0x86b350a21cf01e2a111acf6a19af58dec5b29c26,106.0,106.0,0.0,skip-already-correct
0x86f0e637fb2e41882719b0a35dc424e260bc072d,120.0,120.0,0.0,skip-already-correct
0x8777542188280ead50b7c5de76c8c518ab62fd48,85.0,85.0,0.0,skip-already-correct
0x87b117b32bf511e24ec53077668cd5c25b9934f5,200.0,200.0,0.0,skip-already-correct
0x87f95a22719ca4626beb87242f159cf6cb1c5f82,190.0,190.0,0.0,skip-already-correct
0x883549299203187dbbda1d98cc9c66f70651a368,200.0,200.0,0.0,skip-already-correct
0x889c770dad766914610ebe0b184eab2455727aa4,10.0,10.0,0.0,skip-already-correct
0x8917b9bc82d495f8c0892fc1ee361fd13e801d52,30.0,30.0,0.0,skip-already-correct
0x8a42bdea122e5fe0214269f80178f8425169ef7e,10.0,10.0,0.0,skip-already-correct
0x8bcf7151148593ea9b6479dfc27eb1e71b6a3b4c,10.0,10.0,0.0,skip-already-correct
0x8be9de77dd24739963890c7ba1cab7d24350e300,25.0,25.0,0.0,skip-already-correct
0x8c95de88672fac05171d3a67cc50417956e55ca4,80.0,80.0,0.0,skip-already-correct
0x8d59f6edabccf5f44f1f5b09dc233fdfe69ae467,395.0,395.0,0.0,skip-already-correct
0x8d79115bcc880e95c8ca1d5b2c3ad8b35839ef8f,10.0,10.0,0.0,skip-already-correct
0x8e167a7c04f0cd84cfc3d197d2ac8c56f3ba7e13,70.0,70.0,0.0,skip-already-correct
0x8e23c42fe4f691216459043cb84478052208739c,20.0,20.0,0.0,skip-already-correct
0x8f67c5464d4da56bd1924586dfbd169ff966e43a,39.0,39.0,0.0,skip-already-correct
0x91c6f2e421e525abcfc086ab3930cdfeeddf25d5,20.0,20.0,0.0,skip-already-correct
0x93185be842ce1d9a698f2c07c4138ebc2e3dfd07,23.0,23.0,0.0,skip-already-correct
0x931ff6c169109eda441405882bf76f37d359e027,10.0,10.0,0.0,skip-already-correct
0x94552576ff6c7dbb2c5b6d3f14f9ce4938f56674,100.0,100.0,0.0,skip-already-correct
0x9477807e39a77115dbdb00f29b7d3ee59b353997,200.0,200.0,0.0,skip-already-correct
0x949b6c216d1818429e9d5f1bdc0893efc7ce51ae,100.0,100.0,0.0,skip-already-correct
0x9541b5b49c1801147852dc4838c971759e4106c3,20.0,20.0,0.0,skip-already-correct
0x95cc95891d959b77ad35a886032e28c1fe44cb92,200.0,200.0,0.0,skip-already-correct
0x95f8441e65274a79370320d02b901259b38fb139,10.0,10.0,0.0,skip-already-correct
0x960dfff626c1cc5b58865a03430a23236c549739,40.0,40.0,0.0,skip-already-correct
0x98da6c2042856d712a695a425c06a5fdd3de0bb7,80.0,80.0,0.0,skip-already-correct
0x9a3b9239db3df842abb7fea411092c18ac4d98a4,255.0,255.0,0.0,skip-already-correct
0x9cfe7eefa15b09692c6f6bcdf660b80cbc7039e2,203.0,203.0,0.0,skip-already-correct
0x9f3cdf9b66223abdf0dbe0c2a105fdbb78807c06,40.0,40.0,0.0,skip-already-correct
0xa232092a7da5f22f6710390e0b398ba423e82fe7,20.0,20.0,0.0,skip-already-correct
0xa3c9f8c978e0cf75bfb2048b41a7b010f3b476ff,10.0,10.0,0.0,skip-already-correct
0xa478fe24c6bb48d7abfd16ed870ebbe6e5ce7a45,90.0,90.0,0.0,skip-already-correct
0xa7d7a94369111dcd63541fefaa47e08cbeae7643,10.0,10.0,0.0,skip-already-correct
0xa8b957c92bf07451e098f516ef044a864c302c5d,100.0,100.0,0.0,skip-already-correct
0xaa33edcce2e6baed863e4c8135158963103647a6,20.0,20.0,0.0,skip-already-correct
0xaada12d9893b8fb85870374b4d0f84663b5afe2c,10.0,10.0,0.0,skip-already-correct
0xaaf596b51123e658fff92bbc9608f52d2c3f1390,50.0,50.0,0.0,skip-already-correct
0xab77ca425151b551974198daa51da1bc70e66007,10.0,10.0,0.0,skip-already-correct
0xac4525969e5e1f29784be6ffeef65c69ba5641a0,98.0,98.0,0.0,skip-already-correct
0xaf04df408e54b1f0406bb4941b76d412baa616fc,20.0,20.0,0.0,skip-already-correct
0xaf426c9a4e06438a38dcd41b45f4f12d672b6d10,50.0,50.0,0.0,skip-already-correct
0xaf91226103866aeb9ebefdc02aea7e0c1c8037d1,20.0,20.0,0.0,skip-already-correct
0xb06f851d0b707f47bb9a9eb527fc93a647b1efbc,100.0,100.0,0.0,skip-already-correct
0xb16bc09e54df9f92f9b0305c03f8f89cd16400fa,100.0,100.0,0.0,skip-already-correct
0xb1b7324feb155bc00808b1677786e230574cab10,20.0,20.0,0.0,skip-already-correct
0xb402af45134e07907398715d7a6c0ebd2a1e3d6c,100.0,100.0,0.0,skip-already-correct
0xb7bcad1d6094c035c862c9c450b712efc79e3340,110.0,110.0,0.0,skip-already-correct
0xb840aef79cda7bef20f80970909924bcd6c497c0,45.0,45.0,0.0,skip-already-correct
0xb93c955e62f249edb423b5c1cb3280295f9a4d49,44.0,44.0,0.0,skip-already-correct
0xb94046e8b26262513d9da638d4e1c266a26dccc4,160.0,160.0,0.0,skip-already-correct
0xb9dbb3afb2f466e411d80ef54c70ea44d93cd349,420.0,420.0,0.0,skip-already-correct
0xbaf393dbdbf31bb85b0194fa6610ee56090ced7c,618.0,618.0,0.0,skip-already-correct
0xbc3292471d1746e6d34505bdf3ae7a86141ee974,60.0,60.0,0.0,skip-already-correct
0xbce617ac20374997753101a97805fbbb938caa28,110.0,110.0,0.0,skip-already-correct
0xbd2256dd9b5c0498f8b9743128c42f4c618ccf1a,190.0,190.0,0.0,skip-already-correct
0xbd2ad925be85be959d086a48cdcb455423fdc4a1,10.0,10.0,0.0,skip-already-correct
0xbfa8346b8366bc5b062db604a3c9ec9c3516d24d,10.0,10.0,0.0,skip-already-correct
0xbfe857d7c4f8b101684656af58667b8d8f9ddf82,20.0,20.0,0.0,skip-already-correct
0xc03631bf12b037df919fc243fdcda10598095e60,90.0,90.0,0.0,skip-already-correct
0xc05dcc01cac7b6b82e901cc26ad2e38621add3f9,10.0,10.0,0.0,skip-already-correct
0xc06d7b580d6911ce2c29775c067df518428cd0a5,20.0,20.0,0.0,skip-already-correct
0xc2243a5c1fe1083a1879020289e756e329104ee1,20.0,20.0,0.0,skip-already-correct
0xc28067ca203e9ce64e077f389235db0595025fbf,40.0,40.0,0.0,skip-already-correct
0xc2ded9c76daa0a92244edd5d13c591ebdba97203,10.0,10.0,0.0,skip-already-correct
0xc2ee360c1f04d521206dca3ba8702b48e668f61a,100.0,100.0,0.0,skip-already-correct
0xc33a68ed38fbac69293d19016d12a1a58277710d,10.0,10.0,0.0,skip-already-correct
0xc55b1548be40273b569f5e292363ea0136feaf14,10.0,10.0,0.0,skip-already-correct
0xc5921fa98a8a4775f8cc6a2ef20fcc9730ae9405,10.0,10.0,0.0,skip-already-correct
0xc5b9155275b4047bbe445a1dc623b2fdcdf80100,30.0,30.0,0.0,skip-already-correct
0xc723da3ac167e3212b1497a4745593404fe6a484,20.0,20.0,0.0,skip-already-correct
0xc82f1d0381a374220fa93a37fc90eb51a490beae,1000.0,1000.0,0.0,skip-already-correct
0xc83fd777ec4b9103b572bb3c05f55fa92087abc9,10.0,10.0,0.0,skip-already-correct
0xc86d281850397e97d5f7f4472835f24defe7bf45,100.0,100.0,0.0,skip-already-correct
0xc8c59bba0fdf097bf370b78b069248f1b9fe1ab3,105.0,105.0,0.0,skip-already-correct
0xca738f0c6c3cc82f84a396622a994846b2b14a99,100.0,100.0,0.0,skip-already-correct
0xcb06ba07472199dd8ebb55aa04f9c914f5b496d3,10.0,10.0,0.0,skip-already-correct
0xcbe12bfed4f355c4de0e2d45a491f749361956ef,20.0,20.0,0.0,skip-already-correct
0xcc84f64cafc47af6490979df2d60fc1072594867,20.0,20.0,0.0,skip-already-correct
0xcd5f729351ea5457dded6cf67a3eabda5dd6bdd9,20.0,20.0,0.0,skip-already-correct
0xcd8b56ef285476cc72f0ef2e0389e55a873f4c2b,50.0,50.0,0.0,skip-already-correct
0xce94be53d0049c182fae09cb08ea169cb80753cc,20.0,20.0,0.0,skip-already-correct
0xcf0caa668804bb1d30b48f349403ca23e1c7eec9,100.0,100.0,0.0,skip-already-correct
0xd03c73f74d598a99fde9f1629ba539dddf503911,50.0,50.0,0.0,skip-already-correct
0xd239e0bc20dd79f39b18cad64098b19131d04b47,70.0,70.0,0.0,skip-already-correct
0xd383e68ba61d923cc720a3687efedd394ee485a1,100.0,100.0,0.0,skip-already-correct
0xd546ba6d049fd7e6ad40f4ae75c27f7dc89fe90c,20.0,20.0,0.0,skip-already-correct
0xd5589ed68baa8051a7dffc9acd9ea1bbd637379a,100.0,100.0,0.0,skip-already-correct
0xd59a5ea563ca29b2c1026f9e90b23aa51742e306,40.0,40.0,0.0,skip-already-correct
0xd6a2725f491ab8a8043b6914a29b9191eb6a8bc8,198.0,198.0,0.0,skip-already-correct
0xd96cceb5abd8b5514952bca271c9cbd2585dc5d9,10.0,10.0,0.0,skip-already-correct
0xdb3e16b8496afdd799d7e032c27cea621cdec46a,20.0,20.0,0.0,skip-already-correct
0xdba28a6ff9b03e73105af6c2cd1a4f9d7bf042de,10.0,10.0,0.0,skip-already-correct
0xdca1ea99feb4c56db04b133f987d1fb2bba2ce46,110.0,110.0,0.0,skip-already-correct
0xdcd5382b02443f351fcd776f0ee88547a2498f8f,145.0,145.0,0.0,skip-already-correct
0xdd3296ac1268c71db444708ccb1c6caf0aa80d82,20.0,20.0,0.0,skip-already-correct
0xde5bdc8883c8761a0834e466c5271f08103e6497,10.0,10.0,0.0,skip-already-correct
0xdea0588a12e1aa73c6a968ac0cf496e42d0fb4b8,471.0,471.0,0.0,skip-already-correct
0xdf6887d0ac0281233c07feaf84c4694f0250d73f,10.0,10.0,0.0,skip-already-correct
0xdf9edf0f16836eb45701a98df3ead2c35ee0a8f7,1104.0,1104.0,0.0,skip-already-correct
0xe083545ac37186a5c4edc5cced9e256df9e0df1c,200.0,200.0,0.0,skip-already-correct
0xe0f2204f672e594caebf9677404e687de44454a5,10.0,10.0,0.0,skip-already-correct
0xe1398cc987ba2634b87a2142ccc406dfd78279c8,285.0,285.0,0.0,skip-already-correct
0xe14bcae54b40c86e4e21d5a111fa9b353eb9fc9d,10.0,10.0,0.0,skip-already-correct
0xe166b0acfe6aab24a08d02e136f0fda183342836,500.0,500.0,0.0,skip-already-correct
0xe2b85c6d5aeb1df1366f07b7b4bf36a70e336770,100.0,100.0,0.0,skip-already-correct
0xe498d34e2dc63c80e141c37fcb35d02954e2f731,30.0,30.0,0.0,skip-already-correct
0xe6289a3c068d0e1f4ad7028c2da6e34fd5eb2d3c,20.0,20.0,0.0,skip-already-correct
0xe74feed21998c3aaff9a2e62b48c7372c3c53fd2,20.0,20.0,0.0,skip-already-correct
0xe8320f636d5448a4193d79841c46f770aa94efa4,60.0,60.0,0.0,skip-already-correct
0xe837acfeeadd9c79a42c1d8524dac42297babe32,130.0,130.0,0.0,skip-already-correct
0xeaac860a021acd872dc3f22fd1c669be15e9f2fa,10.0,10.0,0.0,skip-already-correct
0xeab354ccc0c41d52d9a7337309052ff9b6fd5987,37.0,37.0,0.0,skip-already-correct
0xeab7f78e37bf677a8124b2c96c29bfe3ee3ddb81,10.0,10.0,0.0,skip-already-correct
0xeb8ef75514ec67662bbc3c69b7af2cead54288af,550.0,550.0,0.0,skip-already-correct
0xecac434e4b2a9f6d8d5d010ac43df2e186a62f8c,20.0,20.0,0.0,skip-already-correct
0xedc6380da12cdbb94b048d8b478c88c45b6a9285,10.0,10.0,0.0,skip-already-correct
0xee051464a512df44d4212489f6ff196eeb087863,10.0,10.0,0.0,skip-already-correct
0xee8fc948629012d4f89608ad7c1cc40740366ad9,200.0,200.0,0.0,skip-already-correct
0xf23edf86adc32ea69717115a098384c41c71f15a,10.0,10.0,0.0,skip-already-correct
0xf3ff235dfc6227341389632bf2df0ebe065ca2f1,10.0,10.0,0.0,skip-already-correct
0xf4513d0a5e675bf02dbc60dea232e001fd2f3cd5,100.0,100.0,0.0,skip-already-correct
0xf5f469082c4930b61048a253c1dc90dfc0b1be1f,100.0,100.0,0.0,skip-already-correct
0xf80b71b91f418b01080e7b0e43012de374167dba,1819.0,1819.0,0.0,skip-already-correct
0xf938d78205f8acff355b1a6e47a184e45e51e246,186.0,186.0,0.0,skip-already-correct
0xfa6a897ea814a067994359156fc97ccd788b14d4,20.0,20.0,0.0,skip-already-correct
0xfac828bfc3fdd4307f2cbf1b559404f925487f39,20.0,20.0,0.0,skip-already-correct
0xfb925304e0f14db8936d009ee7c7c6bfff62b940,30.0,30.0,0.0,skip-already-correct
0xfc93bcaba4aab3fc4bd0de9f17db333099494a00,20.0,20.0,0.0,skip-already-correct
0xff641eba4f9121f24108a6fe9067e80e5bd034ea,20.0,20.0,0.0,skip-already-correct
